key;gender;frequency;probability;yoform
иаким;М;3;3.722631261498355e-08;иаким
иаков;М;32;3.9708066789315785e-07;иаков
иакинф;М;8;9.927016697328946e-08;иакинф
иван;М;200000;0.0024817541743322367;иван
ивон;М;28;3.474455844065131e-07;ивон
игнат;М;2300;2.854017300482072e-05;игнат
игнатий;М;200;2.4817541743322365e-06;игнатий
игорь;М;200000;0.0024817541743322367;игорь
иероним;М;25;3.1021927179152956e-07;иероним
измаил;М;9500;0.00011788332328078124;измаил
изосим;М;4;4.963508348664473e-08;изосим
изот;М;72;8.934315027596052e-07;изот
израиль;М;100000;0.0012408770871661183;израиль
изяслав;М;1500;1.8613156307491774e-05;изяслав
иисус;М;300;3.7226312614983547e-06;иисус
иларий;М;10;1.2408770871661184e-07;иларий
иларион;М;100;1.2408770871661182e-06;иларион
илиан;М;32;3.9708066789315785e-07;илиан
илиодор;М;8;9.927016697328946e-08;илиодор
илларион;М;300;3.7226312614983547e-06;илларион
илья;М;95800;0.0011887602495051412;илья
инар;М;29;3.598543552781743e-07;инар
иннокентий;М;1300;1.6131402133159537e-05;иннокентий
иоанн;М;200;2.4817541743322365e-06;иоанн
иов;М;63;7.817525649146545e-07;иов
ион;М;1800;2.233578756899013e-05;ион
иордан;М;200;2.4817541743322365e-06;иордан
иосафат;М;2;2.4817541743322366e-08;иосафат
иосип;М;16;1.9854033394657893e-07;иосип
иосиф;М;1800;2.233578756899013e-05;иосиф
ипат;М;200;2.4817541743322365e-06;ипат
ипатий;М;96;1.1912420036794737e-06;ипатий
ипполит;М;200;2.4817541743322365e-06;ипполит
ираклий;М;500;6.204385435830591e-06;ираклий
ириний;М;1;1.2408770871661183e-08;ириний
исаак;М;400;4.963508348664473e-06;исаак
исаакий;М;4;4.963508348664473e-08;исаакий
исай;М;200;2.4817541743322365e-06;исай
исак;М;300;3.7226312614983547e-06;исак
исакий;М;5;6.204385435830592e-08;исакий
исидор;М;89;1.1043806075778453e-06;исидор
исмаил;М;2300;2.854017300482072e-05;исмаил
иустин;М;5;6.204385435830592e-08;иустин
казимир;М;400;4.963508348664473e-06;казимир
калистрат;М;17;2.109491048182401e-07;калистрат
каллиник;М;5;6.204385435830592e-08;каллиник
каллистрат;М;77;9.55475357117911e-07;каллистрат
капитон;М;200;2.4817541743322365e-06;капитон
карл;М;1100;1.36496479588273e-05;карл
карп;М;600;7.4452625229967095e-06;карп
касьян;М;800;9.927016697328946e-06;касьян
кий;М;200;2.4817541743322365e-06;кий
киприан;М;14;1.7372279220325655e-07;киприан
кир;М;1400;1.7372279220325655e-05;кир
кириак;М;16;1.9854033394657893e-07;кириак
кирилл;М;74600;0.0009256943070259242;кирилл
кирсан;М;67;8.313876484012993e-07;кирсан
кирьяк;М;78;9.678841279895723e-07;кирьяк
кирьян;М;200;2.4817541743322365e-06;кирьян
клавдий;М;100;1.2408770871661182e-06;клавдий
клим;М;1900;2.3576664656156247e-05;клим
климент;М;500;6.204385435830591e-06;климент
климентий;М;100;1.2408770871661182e-06;климентий
кондрат;М;500;6.204385435830591e-06;кондрат
кондратий;М;100;1.2408770871661182e-06;кондратий
конкордий;М;1;1.2408770871661183e-08;конкордий
конон;М;400;4.963508348664473e-06;конон
константин;М;68400;0.000848759927621625;константин
корней;М;300;3.7226312614983547e-06;корней
корнелий;М;44;5.45985918353092e-07;корнелий
корнил;М;62;7.693437940429933e-07;корнил
корнилий;М;200;2.4817541743322365e-06;корнилий
краснослав;М;4;4.963508348664473e-08;краснослав
ксенофонт;М;30;3.722631261498355e-07;ксенофонт
кузьма;М;1200;1.4890525045993419e-05;кузьма
куприян;М;200;2.4817541743322365e-06;куприян
лавр;М;300;3.7226312614983547e-06;лавр
лаврен;М;12;1.489052504599342e-07;лаврен
лаврентий;М;500;6.204385435830591e-06;лаврентий
ладислав;М;98;1.2160595454227958e-06;ладислав
лазарь;М;600;7.4452625229967095e-06;лазарь
ларион;М;93;1.15401569106449e-06;ларион
леандр;М;2;2.4817541743322366e-08;леандр
лев;М;9000;0.00011167893784495065;лев
левкий;М;3;3.722631261498355e-08;левкий
левон;М;1000;1.2408770871661182e-05;левон
левонтий;М;4;4.963508348664473e-08;левонтий
леон;М;48900;0.0006067888956242318;леон
леонард;М;300;3.7226312614983547e-06;леонард
леонид;М;26200;0.000325109796837523;леонид
леонтий;М;400;4.963508348664473e-06;леонтий
ливерий;М;2;2.4817541743322366e-08;ливерий
логвин;М;400;4.963508348664473e-06;логвин
логин;М;300;3.7226312614983547e-06;логин
лонгин;М;89;1.1043806075778453e-06;лонгин
лука;М;1900;2.3576664656156247e-05;лука
лукиан;М;8;9.927016697328946e-08;лукиан
лукьян;М;200;2.4817541743322365e-06;лукьян
любим;М;1400;1.7372279220325655e-05;любим
любомир;М;1500;1.8613156307491774e-05;любомир
маврикий;М;7800;9.678841279895723e-05;маврикий
майор;М;1500;1.8613156307491774e-05;майор
макар;М;2500;3.102192717915296e-05;макар
макарий;М;45;5.583946892247532e-07;макарий
макс;М;58500;0.0007259130959921792;макс
максим;М;200000;0.0024817541743322367;максим
максимиан;М;5;6.204385435830592e-08;максимиан
максимилиан;М;200;2.4817541743322365e-06;максимилиан
максимильян;М;100;1.2408770871661182e-06;максимильян
малх;М;8;9.927016697328946e-08;малх
мануил;М;21;2.605841883048848e-07;мануил
мардарий;М;5;6.204385435830592e-08;мардарий
мариан;М;200;2.4817541743322365e-06;мариан
марк;М;10500;0.0001302920941524424;марк
маркел;М;94;1.1664244619361513e-06;маркел
маркиан;М;6;7.44526252299671e-08;маркиан
маркиян;М;38;4.7153329312312494e-07;маркиян
март;М;600;7.4452625229967095e-06;март
мартимьян;М;3;3.722631261498355e-08;мартимьян
мартин;М;3800;4.7153329312312493e-05;мартин
мартиниан;М;2;2.4817541743322366e-08;мартиниан
мартирий;М;2;2.4817541743322366e-08;мартирий
мартын;М;900;1.1167893784495064e-05;мартын
мартьян;М;81;1.0051104406045559e-06;мартьян
матвей;М;9200;0.00011416069201928288;матвей
мелентий;М;30;3.722631261498355e-07;мелентий
мелетий;М;10;1.2408770871661184e-07;мелетий
мелитон;М;8;9.927016697328946e-08;мелитон
меркул;М;12;1.489052504599342e-07;меркул
меркурий;М;800;9.927016697328946e-06;меркурий
мефодий;М;200;2.4817541743322365e-06;мефодий
мечислав;М;100;1.2408770871661182e-06;мечислав
микола;М;5000;6.204385435830592e-05;микола
миколай;М;69;8.562051901446216e-07;миколай
милан;М;60600;0.0007519715148226677;милан
милий;М;91;1.1291981493211677e-06;милий
милослав;М;28;3.474455844065131e-07;милослав
минай;М;38;4.7153329312312494e-07;минай
миролюб;М;15;1.8613156307491775e-07;миролюб
мирон;М;1600;1.9854033394657892e-05;мирон
мирослав;М;2500;3.102192717915296e-05;мирослав
митрофан;М;200;2.4817541743322365e-06;митрофан
митрофаний;М;2;2.4817541743322366e-08;митрофаний
михаил;М;100000;0.0012408770871661183;михаил
михайло;М;3300;4.0948943876481906e-05;михайло
михей;М;400;4.963508348664473e-06;михей
модест;М;200;2.4817541743322365e-06;модест
моисей;М;400;4.963508348664473e-06;моисей
мокей;М;100;1.2408770871661182e-06;мокей
мокий;М;27;3.3503681353485196e-07;мокий
мстислав;М;300;3.7226312614983547e-06;мстислав
назар;М;89000;0.0011043806075778453;назар
назарий;М;4000;4.963508348664473e-05;назарий
наполеон;М;1000;1.2408770871661182e-05;наполеон
настас;М;915;1.1354025347569982e-05;настас
настасий;М;142;1.762045463775888e-06;настасий
натан;М;3000;3.722631261498355e-05;натан
наум;М;4000;4.963508348664473e-05;наум
нектарий;М;80;9.927016697328947e-07;нектарий
нестер;М;4000;4.963508348664473e-05;нестер
нестор;М;5000;6.204385435830592e-05;нестор
нефед;М;200;2.4817541743322365e-06;нефёд
никандр;М;973;1.207373405812633e-05;никандр
никанор;М;2000;2.4817541743322365e-05;никанор
никифор;М;2000;2.4817541743322365e-05;никифор
никодим;М;2000;2.4817541743322365e-05;никодим
николай;М;2000000;0.024817541743322367;николай
никон;М;3000;3.722631261498355e-05;никон
нил;М;4000;4.963508348664473e-05;нил
нифонт;М;948;1.1763514786334802e-05;нифонт
ной;М;7000;8.686139610162828e-05;ной
октавиан;М;955;1.185037618243643e-05;октавиан
октавий;М;46;5.708034600964144e-07;октавий
октябрин;М;81;1.0051104406045559e-06;октябрин
олег;М;2000000;0.024817541743322367;олег
олимпий;М;888;1.101898853403513e-05;олимпий
онисим;М;533;6.61387487459541e-06;онисим
онуфрий;М;1000;1.2408770871661182e-05;онуфрий
орест;М;10000;0.00012408770871661184;орест
орион;М;7000;8.686139610162828e-05;орион
осип;М;2000;2.4817541743322365e-05;осип
остап;М;14000;0.00017372279220325657;остап
остромир;М;753;9.34380446636087e-06;остромир
павел;М;1000000;0.012408770871661184;павел
павлин;М;2000;2.4817541743322365e-05;павлин
паисий;М;1000;1.2408770871661182e-05;паисий
палладий;М;350;4.343069805081414e-06;палладий
памфил;М;49;6.080297727113979e-07;памфил
памфилий;М;19;2.3576664656156247e-07;памфилий
панкрат;М;2000;2.4817541743322365e-05;панкрат
панкратий;М;678;8.413146650986282e-06;панкратий
пантелей;М;2000;2.4817541743322365e-05;пантелей
пантелеймон;М;1000;1.2408770871661182e-05;пантелеймон
пантелимон;М;63;7.817525649146545e-07;пантелимон
панфил;М;1000;1.2408770871661182e-05;панфил
панфилий;М;74;9.182490445029275e-07;панфилий
парамон;М;2000;2.4817541743322365e-05;парамон
пармен;М;83;1.0299279823478783e-06;пармён
парфен;М;1000;1.2408770871661182e-05;парфён
парфений;М;356;4.417522430311381e-06;парфений
парфентий;М;66;8.189788775296381e-07;парфентий
патапий;М;1;1.2408770871661183e-08;патапий
патрикей;М;221;2.7423383626371213e-06;патрикей
патрикий;М;27;3.3503681353485196e-07;патрикий
пафнутий;М;913;1.132920780582666e-05;пафнутий
пахом;М;2000;2.4817541743322365e-05;пахом
пахомий;М;83;1.0299279823478783e-06;пахомий
пегас;М;3000;3.722631261498355e-05;пегас
перфилий;М;24;2.978105009198684e-07;перфилий
петр;М;335000;0.004156938242006496;пётр
пимен;М;1000;1.2408770871661182e-05;пимен
платон;М;11000;0.00013649647958827301;платон
полиевкт;М;28;3.474455844065131e-07;полиевкт
полиект;М;27;3.3503681353485196e-07;полиект
поликарп;М;2000;2.4817541743322365e-05;поликарп
поликарпий;М;16;1.9854033394657893e-07;поликарпий
полинарий;М;12;1.489052504599342e-07;полинарий
порфир;М;86;1.0671542949628617e-06;порфир
порфирий;М;1000;1.2408770871661182e-05;порфирий
потап;М;4000;4.963508348664473e-05;потап
пров;М;2000;2.4817541743322365e-05;пров
прокл;М;925;1.1478113056286595e-05;прокл
прокоп;М;3000;3.722631261498355e-05;прокоп
прокопий;М;1000;1.2408770871661182e-05;прокопий
прокофий;М;1000;1.2408770871661182e-05;прокофий
протас;М;3000;3.722631261498355e-05;протас
протасий;М;30;3.722631261498355e-07;протасий
прохор;М;9000;0.00011167893784495065;прохор
радий;М;3000;3.722631261498355e-05;радий
радимир;М;468;5.807304767937434e-06;радимир
радислав;М;3000;3.722631261498355e-05;радислав
радомир;М;2000;2.4817541743322365e-05;радомир
разумник;М;84;1.0423367532195393e-06;разумник
ратибор;М;3000;3.722631261498355e-05;ратибор
ратмир;М;8000;9.927016697328946e-05;ратмир
рафаил;М;6000;7.44526252299671e-05;рафаил
рем;М;5000;6.204385435830592e-05;рем
ренат;М;63000;0.0007817525649146545;ренат
рим;М;234000;0.0029036523839687167;рим
роберт;М;56000;0.0006948911688130263;роберт
родион;М;44000;0.0005459859183530921;родион
родислав;М;138;1.7124103802892432e-06;родислав
роман;М;1000000;0.012408770871661184;роман
ромил;М;423;5.24891007871268e-06;ромил
ростислав;М;51000;0.0006328473144547204;ростислав
рубен;М;9000;0.00011167893784495065;рубен
рувим;М;824;1.0224827198248815e-05;рувим
рувин;М;43;5.335771474814308e-07;рувин
руслан;М;948000;0.011763514786334802;руслан
рюрик;М;2000;2.4817541743322365e-05;рюрик
савва;М;9000;0.00011167893784495065;савва
савватей;М;38;4.7153329312312494e-07;савватей
савватий;М;764;9.480300945949144e-06;савватий
савелий;М;20000;0.0002481754174332237;савелий
саверий;М;20;2.4817541743322367e-07;саверий
савел;М;167;2.0722647355674173e-06;савел
самойла;М;11;1.36496479588273e-07;самойла
самсон;М;6000;7.44526252299671e-05;самсон
самуил;М;3000;3.722631261498355e-05;самуил
светислав;М;73;9.058402736312664e-07;светислав
светозар;М;2000;2.4817541743322365e-05;светозар
свирид;М;4000;4.963508348664473e-05;свирид
святогор;М;2000;2.4817541743322365e-05;святогор
святополк;М;1000;1.2408770871661182e-05;святополк
святослав;М;50000;0.0006204385435830592;святослав
севастиан;М;75;9.306578153745887e-07;севастиан
севастьян;М;2000;2.4817541743322365e-05;севастьян
север;М;22000;0.00027299295917654603;север
северин;М;10000;0.00012408770871661184;северин
северьян;М;247;3.064966405300312e-06;северьян
селиван;М;1000;1.2408770871661182e-05;селиван
селиверст;М;761;9.44307463333416e-06;селивёрст
селифан;М;33;4.0948943876481905e-07;селифан
семен;М;169000;0.00209708227731074;семён
серапион;М;117;1.4518261919843584e-06;серапион
серафим;М;7000;8.686139610162828e-05;серафим
сергей;М;5000000;0.062043854358305915;сергей
сергий;М;32000;0.00039708066789315784;сергий
сидор;М;7000;8.686139610162828e-05;сидор
силантий;М;934;1.1589791994131544e-05;силантий
сильван;М;892;1.1068623617521775e-05;сильван
сильверст;М;2;2.4817541743322366e-08;сильвёрст
сильвестр;М;2000;2.4817541743322365e-05;сильвестр
сильвий;М;2;2.4817541743322366e-08;сильвий
симеон;М;2000;2.4817541743322365e-05;симеон
симон;М;8000;9.927016697328946e-05;симон
славий;М;63;7.817525649146545e-07;славий
созон;М;92;1.1416069201928289e-06;созон
созонт;М;50;6.204385435830591e-07;созонт
созонтий;М;18;2.233578756899013e-07;созонтий
сократ;М;5000;6.204385435830592e-05;сократ
соломон;М;5000;6.204385435830592e-05;соломон
софон;М;750;9.306578153745887e-06;софон
софоний;М;20;2.4817541743322367e-07;софоний
софрон;М;846;1.049782015742536e-05;софрон
софроний;М;232;2.8788348422253945e-06;софроний
спартак;М;25000;0.0003102192717915296;спартак
спиридон;М;2000;2.4817541743322365e-05;спиридон
спиридоний;М;24;2.978105009198684e-07;спиридоний
станимир;М;1000;1.2408770871661182e-05;станимир
станислав;М;306000;0.003797083886728322;станислав
степан;М;142000;0.001762045463775888;степан
стефан;М;10000;0.00012408770871661184;стефан
сысой;М;587;7.283948501665114e-06;сысой
тарас;М;89000;0.0011043806075778453;тарас
тарасий;М;49;6.080297727113979e-07;тарасий
теодор;М;3000;3.722631261498355e-05;теодор
терентий;М;2000;2.4817541743322365e-05;терентий
тимофей;М;81000;0.001005110440604556;тимофей
тимур;М;319000;0.003958397908059917;тимур
тит;М;3000;3.722631261498355e-05;тит
тихомир;М;874;1.0845265741831874e-05;тихомир
тихон;М;12000;0.0001489052504599342;тихон
трифилий;М;22;2.72992959176546e-07;трифилий
трифон;М;2000;2.4817541743322365e-05;трифон
троадий;М;5;6.204385435830592e-08;троадий
трофим;М;6000;7.44526252299671e-05;трофим
фабиан;М;530;6.576648561980427e-06;фабиан
фавий;М;11;1.36496479588273e-07;фавий
фавст;М;9;1.1167893784495065e-07;фавст
фаддей;М;223;2.7671559043804437e-06;фаддей
фадей;М;1000;1.2408770871661182e-05;фадей
фаста;М;128;1.5883226715726314e-06;фаста
фауст;М;2000;2.4817541743322365e-05;фауст
федос;М;785;9.740885134254028e-06;федос
федосей;М;212;2.630659424792171e-06;федосей
федосий;М;851;1.0559864011783667e-05;федосий
федот;М;4000;4.963508348664473e-05;федот
федотий;М;30;3.722631261498355e-07;федотий
феликс;М;23000;0.00028540173004820723;феликс
феноген;М;5;6.204385435830592e-08;феноген
феодосий;М;519;6.440152082392154e-06;феодосий
феоктист;М;826;1.0249644739992136e-05;феоктист
феофан;М;2000;2.4817541743322365e-05;феофан
феофил;М;135;1.6751840676742596e-06;феофил
феофилакт;М;67;8.313876484012993e-07;феофилакт
ферапонт;М;793;9.840155301227318e-06;ферапонт
филарет;М;1000;1.2408770871661182e-05;филарет
филат;М;572;7.097816938590197e-06;филат
филимон;М;2000;2.4817541743322365e-05;филимон
филипий;М;33;4.0948943876481905e-07;филипий
филипп;М;40000;0.0004963508348664474;филипп
филогоний;М;1;1.2408770871661183e-08;филогоний
филофей;М;32;3.9708066789315785e-07;филофей
фирс;М;2000;2.4817541743322365e-05;фирс
флавиан;М;43;5.335771474814308e-07;флавиан
флавий;М;119;1.4766437337276808e-06;флавий
флегонт;М;93;1.15401569106449e-06;флегонт
флорий;М;8;9.927016697328946e-08;флорий
фока;М;2000;2.4817541743322365e-05;фока
фома;М;5000;6.204385435830592e-05;фома
фотий;М;958;1.1887602495051413e-05;фотий
федор;М;166000;0.002059855964695756;фёдор
фрол;М;4000;4.963508348664473e-05;фрол
харитон;М;3000;3.722631261498355e-05;харитон
харламп;М;70;8.686139610162828e-07;харламп
харлампий;М;931;1.1552565681516561e-05;харлампий
хома;М;7000;8.686139610162828e-05;хома
хрисанф;М;38;4.7153329312312494e-07;хрисанф
христофор;М;3000;3.722631261498355e-05;христофор
эдуард;М;279000;0.00346204707319347;эдуард
элладий;М;10;1.2408770871661184e-07;элладий
эллий;М;5;6.204385435830592e-08;эллий
эллин;М;211;2.6182506539205097e-06;эллин
эмилиан;М;110;1.36496479588273e-06;эмилиан
эмилий;М;114;1.4145998793693748e-06;эмилий
эммануил;М;2000;2.4817541743322365e-05;эммануил
эраст;М;2000;2.4817541743322365e-05;эраст
эрнест;М;12000;0.0001489052504599342;эрнест
эрос;М;122;1.5138700463426642e-06;эрос
ювеналий;М;1000;1.2408770871661182e-05;ювеналий
юлиан;М;9000;0.00011167893784495065;юлиан
юлий;М;8000;9.927016697328946e-05;юлий
юрий;М;1000000;0.012408770871661184;юрий
яким;М;2000;2.4817541743322365e-05;яким
яков;М;45000;0.0005583946892247533;яков
январий;М;11;1.36496479588273e-07;январий
януарий;М;651;8.07810983745143e-06;януарий
ярополк;М;1000;1.2408770871661182e-05;ярополк
ярослав;М;245000;0.0030401488635569897;ярослав
ясон;М;602;7.470080064740032e-06;ясон
абагор;М;5;6.204385435830592e-08;абагор
авда;М;2000;2.4817541743322365e-05;авда
авделай;М;5;6.204385435830592e-08;авделай
авдон;М;2000;2.4817541743322365e-05;авдон
авид;М;46;5.708034600964144e-07;авид
авундий;М;8;9.927016697328946e-08;авундий
агав;М;37;4.5912452225146374e-07;агав
агавва;М;2;2.4817541743322366e-08;агавва
агапион;М;1;1.2408770871661183e-08;агапион
агапон;М;17;2.109491048182401e-07;агапон
агафодор;М;4;4.963508348664473e-08;агафодор
аггел;М;9;1.1167893784495065e-07;аггел
аглаий;М;1;1.2408770871661183e-08;аглаий
агн;М;56;6.948911688130262e-07;агн
агний;М;52;6.452560853263815e-07;агний
агрикола;М;13;1.6131402133159538e-07;агрикола
агриппа;М;37;4.5912452225146374e-07;агриппа
аетий;М;3;3.722631261498355e-08;аетий
азадан;М;6;7.44526252299671e-08;азадан
акентий;М;6;7.44526252299671e-08;акентий
акундин;М;2;2.4817541743322366e-08;акундин
акутион;М;3;3.722631261498355e-08;акутион
александрин;М;1000;1.2408770871661182e-05;александрин
алферий;М;7;8.686139610162828e-08;алферий
алфер;М;64;7.941613357863157e-07;алфёр
аммон;М;51;6.328473144547203e-07;аммон
аммоний;М;45;5.583946892247532e-07;аммоний
амплий;М;1;1.2408770871661183e-08;амплий
амфиан;М;3;3.722631261498355e-08;амфиан
амфил;М;2;2.4817541743322366e-08;амфил
ананья;М;3;3.722631261498355e-08;ананья
ангеляр;М;2;2.4817541743322366e-08;ангеляр
ангий;М;6;7.44526252299671e-08;ангий
аниан;М;6;7.44526252299671e-08;аниан
анос;М;115;1.427008650241036e-06;анос
антигон;М;7;8.686139610162828e-08;антигон
анувий;М;2;2.4817541743322366e-08;анувий
анфимий;М;2;2.4817541743322366e-08;анфимий
анцифер;М;32;3.9708066789315785e-07;анцифер
апеллий;М;1;1.2408770871661183e-08;апеллий
аполл;М;10;1.2408770871661184e-07;аполл
апрон;М;43;5.335771474814308e-07;апрон
аристион;М;2;2.4817541743322366e-08;аристион
армений;М;26;3.2262804266319076e-07;армений
аронос;М;1;1.2408770871661183e-08;аронос
архелай;М;2;2.4817541743322366e-08;архелай
архипп;М;27;3.3503681353485196e-07;архипп
аскалон;М;77;9.55475357117911e-07;аскалон
астий;М;2;2.4817541743322366e-08;астий
аттий;М;1;1.2408770871661183e-08;аттий
афинодор;М;19;2.3576664656156247e-07;афинодор
афр;М;56;6.948911688130262e-07;афр
афросин;М;260;3.2262804266319076e-06;афросин
аффоний;М;2;2.4817541743322366e-08;аффоний
ахаик;М;1;1.2408770871661183e-08;ахаик
ахила;М;10;1.2408770871661184e-07;ахила
ахилл;М;98;1.2160595454227958e-06;ахилл
ахия;М;25;3.1021927179152956e-07;ахия
аэтий;М;1;1.2408770871661183e-08;аэтий
бажен;М;1000;1.2408770871661182e-05;бажен
баиан;М;5;6.204385435830592e-08;баиан
белослав;М;69;8.562051901446216e-07;белослав
благослав;М;15;1.8613156307491775e-07;благослав
боримир;М;141;1.7496366929042268e-06;боримир
братислав;М;262;3.25109796837523e-06;братислав
британий;М;10;1.2408770871661184e-07;британий
брячислав;М;10;1.2408770871661184e-07;брячислав
валентион;М;1;1.2408770871661183e-08;валентион
валтасар;М;30;3.722631261498355e-07;валтасар
вар;М;12000;0.0001489052504599342;вар
варадат;М;7;8.686139610162828e-08;варадат
варак;М;33;4.0948943876481905e-07;варак
варахиил;М;13;1.6131402133159538e-07;варахиил
варвар;М;1000;1.2408770871661182e-05;варвар
варлаам;М;964;1.1962055120281381e-05;варлаам
варсава;М;15;1.8613156307491775e-07;варсава
варсис;М;1;1.2408770871661183e-08;варсис
варух;М;19;2.3576664656156247e-07;варух
василей;М;95;1.1788332328078125e-06;василей
василид;М;2;2.4817541743322366e-08;василид
василион;М;4;4.963508348664473e-08;василион
василиск;М;293;3.6357698653967268e-06;василиск
василько;М;1000;1.2408770871661182e-05;василько
васс;М;219;2.717520820893799e-06;васс
ват;М;15000;0.00018613156307491774;ват
вата;М;2000;2.4817541743322365e-05;вата
вахрам;М;77;9.55475357117911e-07;вахрам
вахрамей;М;8;9.927016697328946e-08;вахрамей
вахтисий;М;1;1.2408770871661183e-08;вахтисий
велизарий;М;8;9.927016697328946e-08;велизарий
вендимиан;М;2;2.4817541743322366e-08;вендимиан
венерий;М;4;4.963508348664473e-08;венерий
венир;М;164;2.035038422952434e-06;венир
верк;М;140;1.7372279220325656e-06;верк
вероник;М;268;3.325550593605197e-06;вероник
вианор;М;190;2.357666465615625e-06;вианор
вивин;М;17;2.109491048182401e-07;вивин
викторик;М;42;5.211683766097696e-07;викторик
вир;М;867;1.0758404345730246e-05;вир
вирий;М;27;3.3503681353485196e-07;вирий
вирилад;М;1;1.2408770871661183e-08;вирилад
вис;М;6000;7.44526252299671e-05;вис
витал;М;2000;2.4817541743322365e-05;витал
виталиан;М;17;2.109491048182401e-07;виталиан
володарь;М;27;3.3503681353485196e-07;володарь
всемил;М;91;1.1291981493211677e-06;всемил
галик;М;100;1.2408770871661182e-06;галик
гарон;М;10;1.2408770871661184e-07;гарон
гемелл;М;1;1.2408770871661183e-08;гемелл
германик;М;4;4.963508348664473e-08;германик
гилар;М;2;2.4817541743322366e-08;гилар
гонор;М;18;2.233578756899013e-07;гонор
горазд;М;10;1.2408770871661184e-07;горазд
гордиан;М;3;3.722631261498355e-08;гордиан
гостомысл;М;71;8.81022731887944e-07;гостомысл
гран;М;6000;7.44526252299671e-05;гран
гремислав;М;83;1.0299279823478783e-06;гремислав
гурей;М;31;3.8467189702149665e-07;гурей
дагар;М;4;4.963508348664473e-08;дагар
дамиан;М;68;8.437964192729604e-07;дамиан
дат;М;200;2.4817541743322365e-06;дат
дей;М;1800;2.233578756899013e-05;дей
див;М;71;8.81022731887944e-07;див
дидим;М;200;2.4817541743322365e-06;дидим
дий;М;16;1.9854033394657893e-07;дий
димас;М;1400;1.7372279220325655e-05;димас
димитриан;М;1;1.2408770871661183e-08;димитриан
диоген;М;26;3.2262804266319076e-07;диоген
диодор;М;4;4.963508348664473e-08;диодор
дион;М;43;5.335771474814308e-07;дион
дисан;М;3;3.722631261498355e-08;дисан
добромил;М;1;1.2408770871661183e-08;добромил
довмонт;М;5;6.204385435830592e-08;довмонт
домнин;М;300;3.7226312614983547e-06;домнин
доцент;М;8000;9.927016697328946e-05;доцент
драгутин;М;4;4.963508348664473e-08;драгутин
дука;М;400;4.963508348664473e-06;дука
евпсихий;М;1;1.2408770871661183e-08;евпсихий
евсевий;М;3;3.722631261498355e-08;евсевий
евтей;М;1;1.2408770871661183e-08;евтей
еким;М;21;2.605841883048848e-07;еким
елеазар;М;6;7.44526252299671e-08;елеазар
елим;М;6;7.44526252299671e-08;елим
елпидифор;М;5;6.204385435830592e-08;елпидифор
еммануил;М;28;3.474455844065131e-07;еммануил
енох;М;3;3.722631261498355e-08;енох
ерм;М;33;4.0948943876481905e-07;ерм
ермий;М;2;2.4817541743322366e-08;ермий
ермол;М;15;1.8613156307491775e-07;ермол
ерон;М;6;7.44526252299671e-08;ерон
ерос;М;6;7.44526252299671e-08;ерос
ерусалим;М;28;3.474455844065131e-07;ерусалим
еспер;М;1;1.2408770871661183e-08;еспер
ждан;М;400;4.963508348664473e-06;ждан
занифа;М;7;8.686139610162828e-08;занифа
звездан;М;2;2.4817541743322366e-08;звездан
зевин;М;18;2.233578756899013e-07;зевин
зот;М;32;3.9708066789315785e-07;зот
иезекииль;М;6;7.44526252299671e-08;иезекииль
иеремия;М;7;8.686139610162828e-08;иеремия
измарагд;М;1;1.2408770871661183e-08;измарагд
илий;М;200;2.4817541743322365e-06;илий
иоаким;М;2;2.4817541743322366e-08;иоаким
иоасаф;М;1;1.2408770871661183e-08;иоасаф
ираклеон;М;1;1.2408770871661183e-08;ираклеон
иринарх;М;4;4.963508348664473e-08;иринарх
иродион;М;4;4.963508348664473e-08;иродион
истислав;М;4;4.963508348664473e-08;истислав
иувеналий;М;1;1.2408770871661183e-08;иувеналий
иуда;М;75;9.306578153745887e-07;иуда
иулиан;М;4;4.963508348664473e-08;иулиан
иуст;М;6;7.44526252299671e-08;иуст
кай;М;1000;1.2408770871661182e-05;кай
каленик;М;400;4.963508348664473e-06;каленик
каллимах;М;2;2.4817541743322366e-08;каллимах
каллиопий;М;1;1.2408770871661183e-08;каллиопий
каллист;М;2;2.4817541743322366e-08;каллист
каллисфен;М;2;2.4817541743322366e-08;каллисфен
камилл;М;13;1.6131402133159538e-07;камилл
кандид;М;2;2.4817541743322366e-08;кандид
кандидий;М;1;1.2408770871661183e-08;кандидий
капик;М;8;9.927016697328946e-08;капик
карион;М;6;7.44526252299671e-08;карион
кассиан;М;2;2.4817541743322366e-08;кассиан
кастор;М;25;3.1021927179152956e-07;кастор
кастрихий;М;1;1.2408770871661183e-08;кастрихий
катун;М;9;1.1167893784495065e-07;катун
кварт;М;49;6.080297727113979e-07;кварт
квинт;М;100;1.2408770871661182e-06;квинт
келестин;М;1;1.2408770871661183e-08;келестин
кесарь;М;28;3.474455844065131e-07;кесарь
кион;М;3;3.722631261498355e-08;кион
кириан;М;1;1.2408770871661183e-08;кириан
кирик;М;700;8.686139610162828e-06;кирик
кифа;М;59;7.321174814280098e-07;кифа
козьма;М;200;2.4817541743322365e-06;козьма
корнила;М;1;1.2408770871661183e-08;корнила
косма;М;38;4.7153329312312494e-07;косма
косьма;М;2;2.4817541743322366e-08;косьма
крисп;М;4;4.963508348664473e-08;крисп
кронид;М;10;1.2408770871661184e-07;кронид
