key;gender;frequency;probability;original_name;yoform
ааронович;М;1000;1.2408770871661182e-05;аарон;ааронович
аароновна;Ж;1000;1.2408770871661182e-05;аарон;аароновна
аароныч;М;1000;1.2408770871661182e-05;аарон;аароныч
абагорович;М;5;6.204385435830592e-08;абагор;абагорович
абагоровна;Ж;5;6.204385435830592e-08;абагор;абагоровна
абакумович;М;65;8.065701066579769e-07;абакум;абакумович
абакумовна;Ж;65;8.065701066579769e-07;абакум;абакумовна
абакумыч;М;65;8.065701066579769e-07;абакум;абакумыч
абрамович;М;5000;6.204385435830592e-05;абрам;абрамович
абрамовна;Ж;5000;6.204385435830592e-05;абрам;абрамовна
абрамыч;М;5000;6.204385435830592e-05;абрам;абрамыч
абросимович;М;68;8.437964192729604e-07;абросим;абросимович
абросимовна;Ж;68;8.437964192729604e-07;абросим;абросимовна
абросимыч;М;68;8.437964192729604e-07;абросим;абросимыч
аввакумович;М;227;2.8167909878670885e-06;аввакум;аввакумович
аввакумовна;Ж;227;2.8167909878670885e-06;аввакум;аввакумовна
аввакумыч;М;227;2.8167909878670885e-06;аввакум;аввакумыч
августович;М;9000;0.00011167893784495065;август;августович
августовна;Ж;9000;0.00011167893784495065;август;августовна
августинович;М;3000;3.722631261498355e-05;августин;августинович
августиновна;Ж;3000;3.722631261498355e-05;августин;августиновна
августиныч;М;3000;3.722631261498355e-05;августин;августиныч
авдич;М;2000;2.4817541743322365e-05;авда;авдич
авдична;Ж;2000;2.4817541743322365e-05;авда;авдична
авдеевич;М;2000;2.4817541743322365e-05;авдей;авдеевич
авдеевна;Ж;2000;2.4817541743322365e-05;авдей;авдеевна
авдеич;М;2000;2.4817541743322365e-05;авдей;авдеич
авделаевич;М;5;6.204385435830592e-08;авделай;авделаевич
авделаевна;Ж;5;6.204385435830592e-08;авделай;авделаевна
авдиевич;М;119;1.4766437337276808e-06;авдий;авдиевич
авдиевна;Ж;119;1.4766437337276808e-06;авдий;авдиевна
авдикиевич;М;4;4.963508348664473e-08;авдикий;авдикиевич
авдикиевна;Ж;4;4.963508348664473e-08;авдикий;авдикиевна
авдикьевич;М;4;4.963508348664473e-08;авдикий;авдикьевич
авдикьевна;Ж;4;4.963508348664473e-08;авдикий;авдикьевна
авдонович;М;2000;2.4817541743322365e-05;авдон;авдонович
авдоновна;Ж;2000;2.4817541743322365e-05;авдон;авдоновна
авелевич;М;655;8.127744920938075e-06;авель;авелевич
авелевна;Ж;655;8.127744920938075e-06;авель;авелевна
авенирович;М;763;9.467892175077483e-06;авенир;авенирович
авенировна;Ж;763;9.467892175077483e-06;авенир;авенировна
авенирыч;М;763;9.467892175077483e-06;авенир;авенирыч
авентинович;М;160;1.9854033394657894e-06;авентин;авентинович
авентиновна;Ж;160;1.9854033394657894e-06;авентин;авентиновна
аверьевич;М;28;3.474455844065131e-07;аверий;аверьевич
аверьевна;Ж;28;3.474455844065131e-07;аверий;аверьевна
аверич;М;28;3.474455844065131e-07;аверий;аверич
аверкиевич;М;703;8.723365922777811e-06;аверкий;аверкиевич
аверкиевна;Ж;703;8.723365922777811e-06;аверкий;аверкиевна
аверкич;М;703;8.723365922777811e-06;аверкий;аверкич
аверьянович;М;940;1.1664244619361512e-05;аверьян;аверьянович
аверьяновна;Ж;940;1.1664244619361512e-05;аверьян;аверьяновна
аверьяныч;М;940;1.1664244619361512e-05;аверьян;аверьяныч
авивович;М;81000;0.001005110440604556;авив;авивович
авивовна;Ж;81000;0.001005110440604556;авив;авивовна
авидович;М;46;5.708034600964144e-07;авид;авидович
авидовна;Ж;46;5.708034600964144e-07;авид;авидовна
авимович;М;35;4.343069805081414e-07;авим;авимович
авимовна;Ж;35;4.343069805081414e-07;авим;авимовна
авксентиевич;М;770;9.554753571179111e-06;авксентий;авксентиевич
авксентиевна;Ж;770;9.554753571179111e-06;авксентий;авксентиевна
авксентьевич;М;770;9.554753571179111e-06;авксентий;авксентьевич
авксентьевна;Ж;770;9.554753571179111e-06;авксентий;авксентьевна
авраамович;М;2000;2.4817541743322365e-05;авраам;авраамович
авраамовна;Ж;2000;2.4817541743322365e-05;авраам;авраамовна
авраамиевич;М;8;9.927016697328946e-08;авраамий;авраамиевич
авраамиевна;Ж;8;9.927016697328946e-08;авраамий;авраамиевна
аврамович;М;2000;2.4817541743322365e-05;аврам;аврамович
аврамовна;Ж;2000;2.4817541743322365e-05;аврам;аврамовна
аврамиевич;М;7;8.686139610162828e-08;аврамий;аврамиевич
аврамиевна;Ж;7;8.686139610162828e-08;аврамий;аврамиевна
аврелианович;М;40;4.963508348664473e-07;аврелиан;аврелианович
аврелиановна;Ж;40;4.963508348664473e-07;аврелиан;аврелиановна
аврелиевич;М;1000;1.2408770871661182e-05;аврелий;аврелиевич
аврелиевна;Ж;1000;1.2408770871661182e-05;аврелий;аврелиевна
аврельевич;М;1000;1.2408770871661182e-05;аврелий;аврельевич
аврельевна;Ж;1000;1.2408770871661182e-05;аврелий;аврельевна
авсеевич;М;26;3.2262804266319076e-07;авсей;авсеевич
авсеевна;Ж;26;3.2262804266319076e-07;авсей;авсеевна
авсеич;М;26;3.2262804266319076e-07;авсей;авсеич
автономович;М;753;9.34380446636087e-06;автоном;автономович
автономовна;Ж;753;9.34380446636087e-06;автоном;автономовна
автономыч;М;753;9.34380446636087e-06;автоном;автономыч
авундиевич;М;8;9.927016697328946e-08;авундий;авундиевич
авундиевна;Ж;8;9.927016697328946e-08;авундий;авундиевна
авундьевич;М;8;9.927016697328946e-08;авундий;авундьевич
авундьевна;Ж;8;9.927016697328946e-08;авундий;авундьевна
агавович;М;37;4.5912452225146374e-07;агав;агавович
агавовна;Ж;37;4.5912452225146374e-07;агав;агавовна
агаввич;М;2;2.4817541743322366e-08;агавва;агаввич
агаввична;Ж;2;2.4817541743322366e-08;агавва;агаввична
агапович;М;996;1.2359135788174538e-05;агап;агапович
агаповна;Ж;996;1.2359135788174538e-05;агап;агаповна
агапыч;М;996;1.2359135788174538e-05;агап;агапыч
агапиевич;М;327;4.057668075033207e-06;агапий;агапиевич
агапиевна;Ж;327;4.057668075033207e-06;агапий;агапиевна
агапьевич;М;327;4.057668075033207e-06;агапий;агапьевич
агапьевна;Ж;327;4.057668075033207e-06;агапий;агапьевна
агапионович;М;1;1.2408770871661183e-08;агапион;агапионович
агапионовна;Ж;1;1.2408770871661183e-08;агапион;агапионовна
агапитович;М;121;1.5014612754710032e-06;агапит;агапитович
агапитовна;Ж;121;1.5014612754710032e-06;агапит;агапитовна
агафангелович;М;53;6.576648561980427e-07;агафангел;агафангелович
агафангеловна;Ж;53;6.576648561980427e-07;агафангел;агафангеловна
агафодорович;М;4;4.963508348664473e-08;агафодор;агафодорович
агафодоровна;Ж;4;4.963508348664473e-08;агафодор;агафодоровна
агафонович;М;1000;1.2408770871661182e-05;агафон;агафонович
агафоновна;Ж;1000;1.2408770871661182e-05;агафон;агафоновна
агафоныч;М;1000;1.2408770871661182e-05;агафон;агафоныч
агафоникович;М;10;1.2408770871661184e-07;агафоник;агафоникович
агафониковна;Ж;10;1.2408770871661184e-07;агафоник;агафониковна
аггеевич;М;647;8.028474753964785e-06;аггей;аггеевич
аггеевна;Ж;647;8.028474753964785e-06;аггей;аггеевна
аггеич;М;647;8.028474753964785e-06;аггей;аггеич
аггелович;М;9;1.1167893784495065e-07;аггел;аггелович
аггеловна;Ж;9;1.1167893784495065e-07;аггел;аггеловна
агеевич;М;324;4.0204417624182235e-06;агей;агеевич
агеевна;Ж;324;4.0204417624182235e-06;агей;агеевна
агеич;М;324;4.0204417624182235e-06;агей;агеич
аглаиевич;М;1;1.2408770871661183e-08;аглаий;аглаиевич
аглаиевна;Ж;1;1.2408770871661183e-08;аглаий;аглаиевна
аглаевич;М;16;1.9854033394657893e-07;аглай;аглаевич
аглаевна;Ж;16;1.9854033394657893e-07;аглай;аглаевна
агнович;М;56;6.948911688130262e-07;агн;агнович
агновна;Ж;56;6.948911688130262e-07;агн;агновна
агниевич;М;52;6.452560853263815e-07;агний;агниевич
агниевна;Ж;52;6.452560853263815e-07;агний;агниевна
агриколич;М;13;1.6131402133159538e-07;агрикола;агриколич
агриколична;Ж;13;1.6131402133159538e-07;агрикола;агриколична
агриппич;М;37;4.5912452225146374e-07;агриппа;агриппич
агриппична;Ж;37;4.5912452225146374e-07;агриппа;агриппична
адамович;М;49000;0.000608029772711398;адам;адамович
адамовна;Ж;49000;0.000608029772711398;адам;адамовна
адамыч;М;49000;0.000608029772711398;адам;адамыч
баианович;М;5;6.204385435830592e-08;баиан;баианович
баиановна;Ж;5;6.204385435830592e-08;баиан;баиановна
баянович;М;20000;0.0002481754174332237;баян;баянович
баяновна;Ж;20000;0.0002481754174332237;баян;баяновна
баяныч;М;20000;0.0002481754174332237;баян;баяныч
белославович;М;69;8.562051901446216e-07;белослав;белославович
белославовна;Ж;69;8.562051901446216e-07;белослав;белославовна
белославич;М;69;8.562051901446216e-07;белослав;белославич
белославна;Ж;69;8.562051901446216e-07;белослав;белославна
бенедиктович;М;100;1.2408770871661182e-06;бенедикт;бенедиктович
бенедиктовна;Ж;100;1.2408770871661182e-06;бенедикт;бенедиктовна
бенедиктыч;М;100;1.2408770871661182e-06;бенедикт;бенедиктыч
благославович;М;15;1.8613156307491775e-07;благослав;благославович
благославовна;Ж;15;1.8613156307491775e-07;благослав;благославовна
благославич;М;15;1.8613156307491775e-07;благослав;благославич
благославна;Ж;15;1.8613156307491775e-07;благослав;благославна
богданович;М;25200;0.0003127010259658618;богдан;богданович
богдановна;Ж;25200;0.0003127010259658618;богдан;богдановна
богданыч;М;25200;0.0003127010259658618;богдан;богданыч
болеславович;М;400;4.963508348664473e-06;болеслав;болеславович
болеславовна;Ж;400;4.963508348664473e-06;болеслав;болеславовна
болеславич;М;400;4.963508348664473e-06;болеслав;болеславич
болеславна;Ж;400;4.963508348664473e-06;болеслав;болеславна
бонифатович;М;3;3.722631261498355e-08;бонифат;бонифатович
бонифатовна;Ж;3;3.722631261498355e-08;бонифат;бонифатовна
бонифатыч;М;3;3.722631261498355e-08;бонифат;бонифатыч
бонифатиевич;М;3;3.722631261498355e-08;бонифатий;бонифатиевич
бонифатиевна;Ж;3;3.722631261498355e-08;бонифатий;бонифатиевна
бонифатьевич;М;3;3.722631261498355e-08;бонифатий;бонифатьевич
бонифатьевна;Ж;3;3.722631261498355e-08;бонифатий;бонифатьевна
боримирович;М;141;1.7496366929042268e-06;боримир;боримирович
боримировна;Ж;141;1.7496366929042268e-06;боримир;боримировна
борисович;М;26300;0.0003263506739246891;борис;борисович
борисовна;Ж;26300;0.0003263506739246891;борис;борисовна
борисыч;М;26300;0.0003263506739246891;борис;борисыч
бориславович;М;3200;3.9708066789315784e-05;борислав;бориславович
бориславовна;Ж;3200;3.9708066789315784e-05;борислав;бориславовна
бориславич;М;3200;3.9708066789315784e-05;борислав;бориславич
бориславна;Ж;3200;3.9708066789315784e-05;борислав;бориславна
боянович;М;200;2.4817541743322365e-06;боян;боянович
бояновна;Ж;200;2.4817541743322365e-06;боян;бояновна
бояныч;М;200;2.4817541743322365e-06;боян;бояныч
братиславович;М;262;3.25109796837523e-06;братислав;братиславович
братиславовна;Ж;262;3.25109796837523e-06;братислав;братиславовна
братиславич;М;262;3.25109796837523e-06;братислав;братиславич
братиславна;Ж;262;3.25109796837523e-06;братислав;братиславна
британиевич;М;10;1.2408770871661184e-07;британий;британиевич
британиевна;Ж;10;1.2408770871661184e-07;британий;британиевна
британьевич;М;10;1.2408770871661184e-07;британий;британьевич
британьевна;Ж;10;1.2408770871661184e-07;британий;британьевна
брониславович;М;400;4.963508348664473e-06;бронислав;брониславович
брониславовна;Ж;400;4.963508348664473e-06;бронислав;брониславовна
брониславич;М;400;4.963508348664473e-06;бронислав;брониславич
брониславна;Ж;400;4.963508348664473e-06;бронислав;брониславна
брячиславович;М;10;1.2408770871661184e-07;брячислав;брячиславович
брячиславовна;Ж;10;1.2408770871661184e-07;брячислав;брячиславовна
брячиславич;М;10;1.2408770871661184e-07;брячислав;брячиславич
брячиславна;Ж;10;1.2408770871661184e-07;брячислав;брячиславна
будимирович;М;100;1.2408770871661182e-06;будимир;будимирович
будимировна;Ж;100;1.2408770871661182e-06;будимир;будимировна
вавилич;М;13;1.6131402133159538e-07;вавила;вавилич
вавилична;Ж;13;1.6131402133159538e-07;вавила;вавилична
вадимович;М;74700;0.0009269351841130904;вадим;вадимович
вадимовна;Ж;74700;0.0009269351841130904;вадим;вадимовна
вадимыч;М;74700;0.0009269351841130904;вадим;вадимыч
вакхович;М;5;6.204385435830592e-08;вакх;вакхович
вакховна;Ж;5;6.204385435830592e-08;вакх;вакховна
валентович;М;26;3.2262804266319076e-07;валент;валентович
валентовна;Ж;26;3.2262804266319076e-07;валент;валентовна
валентыч;М;26;3.2262804266319076e-07;валент;валентыч
валентинович;М;18000;0.0002233578756899013;валентин;валентинович
валентиновна;Ж;18000;0.0002233578756899013;валентин;валентиновна
валентиныч;М;18000;0.0002233578756899013;валентин;валентиныч
валентионович;М;1;1.2408770871661183e-08;валентион;валентионович
валентионовна;Ж;1;1.2408770871661183e-08;валентион;валентионовна
валерович;М;95;1.1788332328078125e-06;валер;валерович
валеровна;Ж;95;1.1788332328078125e-06;валер;валеровна
валерианович;М;200;2.4817541743322365e-06;валериан;валерианович
валериановна;Ж;200;2.4817541743322365e-06;валериан;валериановна
валерианыч;М;200;2.4817541743322365e-06;валериан;валерианыч
валериевич;М;53000;0.0006576648561980427;валерий;валериевич
валериевна;Ж;53000;0.0006576648561980427;валерий;валериевна
валерьевич;М;53000;0.0006576648561980427;валерий;валерьевич
валерьевна;Ж;53000;0.0006576648561980427;валерий;валерьевна
валерьич;М;53000;0.0006576648561980427;валерий;валерьич
валерьянович;М;300;3.7226312614983547e-06;валерьян;валерьянович
валерьяновна;Ж;300;3.7226312614983547e-06;валерьян;валерьяновна
валерьяныч;М;300;3.7226312614983547e-06;валерьян;валерьяныч
валтасарович;М;30;3.722631261498355e-07;валтасар;валтасарович
валтасаровна;Ж;30;3.722631261498355e-07;валтасар;валтасаровна
варович;М;12000;0.0001489052504599342;вар;варович
варовна;Ж;12000;0.0001489052504599342;вар;варовна
варадатович;М;7;8.686139610162828e-08;варадат;варадатович
варадатовна;Ж;7;8.686139610162828e-08;варадат;варадатовна
варакович;М;33;4.0948943876481905e-07;варак;варакович
вараковна;Ж;33;4.0948943876481905e-07;варак;вараковна
варахиилович;М;13;1.6131402133159538e-07;варахиил;варахиилович
варахииловна;Ж;13;1.6131402133159538e-07;варахиил;варахииловна
варварович;М;1000;1.2408770871661182e-05;варвар;варварович
варваровна;Ж;1000;1.2408770871661182e-05;варвар;варваровна
варлаамович;М;964;1.1962055120281381e-05;варлаам;варлаамович
варлаамовна;Ж;964;1.1962055120281381e-05;варлаам;варлаамовна
варлаамыч;М;964;1.1962055120281381e-05;варлаам;варлаамыч
варламович;М;64;7.941613357863157e-07;варлам;варламович
варламовна;Ж;64;7.941613357863157e-07;варлам;варламовна
варламыч;М;64;7.941613357863157e-07;варлам;варламыч
варламиевич;М;1;1.2408770871661183e-08;варламий;варламиевич
варламиевна;Ж;1;1.2408770871661183e-08;варламий;варламиевна
варламьевич;М;1;1.2408770871661183e-08;варламий;варламьевич
варламьевна;Ж;1;1.2408770871661183e-08;варламий;варламьевна
варнавич;М;200;2.4817541743322365e-06;варнава;варнавич
варнавична;Ж;200;2.4817541743322365e-06;варнава;варнавична
варсавич;М;15;1.8613156307491775e-07;варсава;варсавич
варсавична;Ж;15;1.8613156307491775e-07;варсава;варсавична
варсисович;М;1;1.2408770871661183e-08;варсис;варсисович
варсисовна;Ж;1;1.2408770871661183e-08;варсис;варсисовна
варсонофович;М;1;1.2408770871661183e-08;варсоноф;варсонофович
варсонофовна;Ж;1;1.2408770871661183e-08;варсоноф;варсонофовна
варсонофиевич;М;3;3.722631261498355e-08;варсонофий;варсонофиевич
варсонофиевна;Ж;3;3.722631261498355e-08;варсонофий;варсонофиевна
варсонофьевич;М;3;3.722631261498355e-08;варсонофий;варсонофьевич
варсонофьевна;Ж;3;3.722631261498355e-08;варсонофий;варсонофьевна
варсонофьич;М;3;3.722631261498355e-08;варсонофий;варсонофьич
варухович;М;19;2.3576664656156247e-07;варух;варухович
варуховна;Ж;19;2.3576664656156247e-07;варух;варуховна
варфоломеевич;М;200;2.4817541743322365e-06;варфоломей;варфоломеевич
варфоломеевна;Ж;200;2.4817541743322365e-06;варфоломей;варфоломеевна
варфоломеич;М;200;2.4817541743322365e-06;варфоломей;варфоломеич
василеевич;М;95;1.1788332328078125e-06;василей;василеевич
василеевна;Ж;95;1.1788332328078125e-06;василей;василеевна
василидович;М;2;2.4817541743322366e-08;василид;василидович
василидовна;Ж;2;2.4817541743322366e-08;василид;василидовна
васильевич;М;66500;0.0008251832629654687;василий;васильевич
васильевна;Ж;66500;0.0008251832629654687;василий;васильевна
васильич;М;66500;0.0008251832629654687;василий;васильич
василионович;М;4;4.963508348664473e-08;василион;василионович
василионовна;Ж;4;4.963508348664473e-08;василион;василионовна
василискович;М;293;3.6357698653967268e-06;василиск;василискович
василисковна;Ж;293;3.6357698653967268e-06;василиск;василисковна
василькович;М;1000;1.2408770871661182e-05;василько;василькович
васильковна;Ж;1000;1.2408770871661182e-05;василько;васильковна
вассович;М;219;2.717520820893799e-06;васс;вассович
вассовна;Ж;219;2.717520820893799e-06;васс;вассовна
вассианович;М;2;2.4817541743322366e-08;вассиан;вассианович
вассиановна;Ж;2;2.4817541743322366e-08;вассиан;вассиановна
ватович;М;15000;0.00018613156307491774;ват;ватович
ватовна;Ж;15000;0.00018613156307491774;ват;ватовна
ватыч;М;15000;0.00018613156307491774;ват;ватыч
ватич;М;2000;2.4817541743322365e-05;вата;ватич
ватична;Ж;2000;2.4817541743322365e-05;вата;ватична
вахтисиевич;М;1;1.2408770871661183e-08;вахтисий;вахтисиевич
вахтисиевна;Ж;1;1.2408770871661183e-08;вахтисий;вахтисиевна
вахтисьевич;М;1;1.2408770871661183e-08;вахтисий;вахтисьевич
вахтисьевна;Ж;1;1.2408770871661183e-08;вахтисий;вахтисьевна
вацлавович;М;200;2.4817541743322365e-06;вацлав;вацлавович
вацлавовна;Ж;200;2.4817541743322365e-06;вацлав;вацлавовна
вацлавич;М;200;2.4817541743322365e-06;вацлав;вацлавич
вацлавна;Ж;200;2.4817541743322365e-06;вацлав;вацлавна
велизарович;М;21;2.605841883048848e-07;велизар;велизарович
велизаровна;Ж;21;2.605841883048848e-07;велизар;велизаровна
велизарыч;М;21;2.605841883048848e-07;велизар;велизарыч
велизариевич;М;8;9.927016697328946e-08;велизарий;велизариевич
велизариевна;Ж;8;9.927016697328946e-08;велизарий;велизариевна
велизарьевич;М;8;9.927016697328946e-08;велизарий;велизарьевич
велизарьевна;Ж;8;9.927016697328946e-08;велизарий;велизарьевна
велимирович;М;100;1.2408770871661182e-06;велимир;велимирович
велимировна;Ж;100;1.2408770871661182e-06;велимир;велимировна
велимирыч;М;100;1.2408770871661182e-06;велимир;велимирыч
веналиевич;М;2;2.4817541743322366e-08;веналий;веналиевич
веналиевна;Ж;2;2.4817541743322366e-08;веналий;веналиевна
венальевич;М;2;2.4817541743322366e-08;веналий;венальевич
венальевна;Ж;2;2.4817541743322366e-08;веналий;венальевна
вендимианович;М;2;2.4817541743322366e-08;вендимиан;вендимианович
вендимиановна;Ж;2;2.4817541743322366e-08;вендимиан;вендимиановна
венедиктович;М;100;1.2408770871661182e-06;венедикт;венедиктович
венедиктовна;Ж;100;1.2408770871661182e-06;венедикт;венедиктовна
венедиктыч;М;100;1.2408770871661182e-06;венедикт;венедиктыч
венерович;М;500;6.204385435830591e-06;венер;венерович
венеровна;Ж;500;6.204385435830591e-06;венер;венеровна
венериевич;М;4;4.963508348664473e-08;венерий;венериевич
венериевна;Ж;4;4.963508348664473e-08;венерий;венериевна
венерьевич;М;4;4.963508348664473e-08;венерий;венерьевич
венерьевна;Ж;4;4.963508348664473e-08;венерий;венерьевна
вениаминович;М;1800;2.233578756899013e-05;вениамин;вениаминович
вениаминовна;Ж;1800;2.233578756899013e-05;вениамин;вениаминовна
вениаминыч;М;1800;2.233578756899013e-05;вениамин;вениаминыч
венирович;М;164;2.035038422952434e-06;венир;венирович
венировна;Ж;164;2.035038422952434e-06;венир;венировна
венцеславович;М;66;8.189788775296381e-07;венцеслав;венцеславович
венцеславовна;Ж;66;8.189788775296381e-07;венцеслав;венцеславовна
венцеславич;М;66;8.189788775296381e-07;венцеслав;венцеславич
венцеславна;Ж;66;8.189788775296381e-07;венцеслав;венцеславна
веньяминович;М;21;2.605841883048848e-07;веньямин;веньяминович
веньяминовна;Ж;21;2.605841883048848e-07;веньямин;веньяминовна
веньяминыч;М;21;2.605841883048848e-07;веньямин;веньяминыч
вероникович;М;268;3.325550593605197e-06;вероник;вероникович
верониковна;Ж;268;3.325550593605197e-06;вероник;верониковна
вечеславович;М;300;3.7226312614983547e-06;вечеслав;вечеславович
вечеславовна;Ж;300;3.7226312614983547e-06;вечеслав;вечеславовна
вечеславич;М;300;3.7226312614983547e-06;вечеслав;вечеславич
вечеславна;Ж;300;3.7226312614983547e-06;вечеслав;вечеславна
вианорович;М;190;2.357666465615625e-06;вианор;вианорович
вианоровна;Ж;190;2.357666465615625e-06;вианор;вианоровна
виаторович;М;2;2.4817541743322366e-08;виатор;виаторович
виаторовна;Ж;2;2.4817541743322366e-08;виатор;виаторовна
гавриилович;М;4000;4.963508348664473e-05;гавриил;гавриилович
гаврииловна;Ж;4000;4.963508348664473e-05;гавриил;гаврииловна
гавриилыч;М;4000;4.963508348664473e-05;гавриил;гавриилыч
гаврилович;М;464;5.757669684450789e-06;гаврило;гаврилович
гавриловна;Ж;464;5.757669684450789e-06;гаврило;гавриловна
гаврилыч;М;1000;1.2408770871661182e-05;гаврила;гаврилыч
гаганович;М;275;3.412411989706825e-06;гаган;гаганович
гагановна;Ж;275;3.412411989706825e-06;гаган;гагановна
гаевич;М;65000;0.0008065701066579769;гай;гаевич
гаевна;Ж;65000;0.0008065701066579769;гай;гаевна
галактионович;М;1000;1.2408770871661182e-05;галактион;галактионович
галактионовна;Ж;1000;1.2408770871661182e-05;галактион;галактионовна
галактионыч;М;1000;1.2408770871661182e-05;галактион;галактионыч
галикович;М;100;1.2408770871661182e-06;галик;галикович
галиковна;Ж;100;1.2408770871661182e-06;галик;галиковна
гарасимович;М;1000;1.2408770871661182e-05;гарасим;гарасимович
гарасимовна;Ж;1000;1.2408770871661182e-05;гарасим;гарасимовна
гарасимыч;М;1000;1.2408770871661182e-05;гарасим;гарасимыч
гаронович;М;10;1.2408770871661184e-07;гарон;гаронович
гароновна;Ж;10;1.2408770871661184e-07;гарон;гароновна
гароныч;М;10;1.2408770871661184e-07;гарон;гароныч
гаспарович;М;684;8.487599276216249e-06;гаспар;гаспарович
гаспаровна;Ж;684;8.487599276216249e-06;гаспар;гаспаровна
гаянович;М;534;6.626283645467072e-06;гаян;гаянович
гаяновна;Ж;534;6.626283645467072e-06;гаян;гаяновна
гаяныч;М;534;6.626283645467072e-06;гаян;гаяныч
гвидонович;М;277;3.4372295314501476e-06;гвидон;гвидонович
гвидоновна;Ж;277;3.4372295314501476e-06;гвидон;гвидоновна
гедеонович;М;2000;2.4817541743322365e-05;гедеон;гедеонович
гедеоновна;Ж;2000;2.4817541743322365e-05;гедеон;гедеоновна
гекторович;М;998;1.2383953329917861e-05;гектор;гекторович
гекторовна;Ж;998;1.2383953329917861e-05;гектор;гекторовна
геласиевич;М;16;1.9854033394657893e-07;геласий;геласиевич
геласиевна;Ж;16;1.9854033394657893e-07;геласий;геласиевна
геласьевич;М;16;1.9854033394657893e-07;геласий;геласьевич
геласьевна;Ж;16;1.9854033394657893e-07;геласий;геласьевна
гелиевич;М;443;5.497085496145904e-06;гелий;гелиевич
гелиевна;Ж;443;5.497085496145904e-06;гелий;гелиевна
гемеллович;М;1;1.2408770871661183e-08;гемелл;гемеллович
гемелловна;Ж;1;1.2408770871661183e-08;гемелл;гемелловна
гениевич;М;6000;7.44526252299671e-05;гений;гениевич
гениевна;Ж;6000;7.44526252299671e-05;гений;гениевна
геннадиевич;М;312000;0.003871536511958289;геннадий;геннадиевич
геннадиевна;Ж;312000;0.003871536511958289;геннадий;геннадиевна
геннадьевич;М;312000;0.003871536511958289;геннадий;геннадьевич
геннадьевна;Ж;312000;0.003871536511958289;геннадий;геннадьевна
геннадьич;М;312000;0.003871536511958289;геннадий;геннадьич
генрихович;М;8000;9.927016697328946e-05;генрих;генрихович
генриховна;Ж;8000;9.927016697328946e-05;генрих;генриховна
георгиевич;М;201000;0.0024941629452038976;георгий;георгиевич
георгиевна;Ж;201000;0.0024941629452038976;георгий;георгиевна
георгич;М;201000;0.0024941629452038976;георгий;георгич
гераклович;М;443;5.497085496145904e-06;геракл;гераклович
геракловна;Ж;443;5.497085496145904e-06;геракл;геракловна
гераклыч;М;443;5.497085496145904e-06;геракл;гераклыч
герасимович;М;5000;6.204385435830592e-05;герасим;герасимович
герасимовна;Ж;5000;6.204385435830592e-05;герасим;герасимовна
герасимыч;М;5000;6.204385435830592e-05;герасим;герасимыч
гервасиевич;М;66;8.189788775296381e-07;гервасий;гервасиевич
гервасиевна;Ж;66;8.189788775296381e-07;гервасий;гервасиевна
гервасьевич;М;66;8.189788775296381e-07;гервасий;гервасьевич
гервасьевна;Ж;66;8.189788775296381e-07;гервасий;гервасьевна
германович;М;84000;0.0010423367532195393;герман;германович
германовна;Ж;84000;0.0010423367532195393;герман;германовна
германикович;М;4;4.963508348664473e-08;германик;германикович
германиковна;Ж;4;4.963508348664473e-08;германик;германиковна
гермесович;М;5000;6.204385435830592e-05;гермес;гермесович
гермесовна;Ж;5000;6.204385435830592e-05;гермес;гермесовна
гермогенович;М;142;1.762045463775888e-06;гермоген;гермогенович
гермогеновна;Ж;142;1.762045463775888e-06;гермоген;гермогеновна
геронович;М;183;2.2708050695139965e-06;герон;геронович
героновна;Ж;183;2.2708050695139965e-06;герон;героновна
героныч;М;183;2.2708050695139965e-06;герон;героныч
геронтиевич;М;104;1.290512170652763e-06;геронтий;геронтиевич
геронтиевна;Ж;104;1.290512170652763e-06;геронтий;геронтиевна
геронтьевич;М;104;1.290512170652763e-06;геронтий;геронтьевич
геронтьевна;Ж;104;1.290512170652763e-06;геронтий;геронтьевна
гиацинтович;М;168;2.0846735064390785e-06;гиацинт;гиацинтович
гиацинтовна;Ж;168;2.0846735064390785e-06;гиацинт;гиацинтовна
гиацинтыч;М;168;2.0846735064390785e-06;гиацинт;гиацинтыч
гигантович;М;10000;0.00012408770871661184;гигант;гигантович
гигантовна;Ж;10000;0.00012408770871661184;гигант;гигантовна
гиларович;М;2;2.4817541743322366e-08;гилар;гиларович
гиларовна;Ж;2;2.4817541743322366e-08;гилар;гиларовна
гиларыч;М;2;2.4817541743322366e-08;гилар;гиларыч
гилариевич;М;2;2.4817541743322366e-08;гиларий;гилариевич
гилариевна;Ж;2;2.4817541743322366e-08;гиларий;гилариевна
гиларьевич;М;2;2.4817541743322366e-08;гиларий;гиларьевич
гиларьевна;Ж;2;2.4817541743322366e-08;гиларий;гиларьевна
глебович;М;117000;0.0014518261919843583;глеб;глебович
глебовна;Ж;117000;0.0014518261919843583;глеб;глебовна
глебыч;М;117000;0.0014518261919843583;глеб;глебыч
гликериевич;М;4;4.963508348664473e-08;гликерий;гликериевич
гликериевна;Ж;4;4.963508348664473e-08;гликерий;гликериевна
гликерьевич;М;4;4.963508348664473e-08;гликерий;гликерьевич
гликерьевна;Ж;4;4.963508348664473e-08;гликерий;гликерьевна
гликерьич;М;4;4.963508348664473e-08;гликерий;гликерьич
гораздович;М;10;1.2408770871661184e-07;горазд;гораздович
