key;gender;frequency;probability;original_name;yoform
пафнутьич;М;913;1.132920780582666e-05;пафнутий;пафнутьич
пахомович;М;2000;2.4817541743322365e-05;пахом;пахомович
пахомовна;Ж;2000;2.4817541743322365e-05;пахом;пахомовна
пахомыч;М;2000;2.4817541743322365e-05;пахом;пахомыч
пахомиевич;М;83;1.0299279823478783e-06;пахомий;пахомиевич
пахомиевна;Ж;83;1.0299279823478783e-06;пахомий;пахомиевна
пахомьевич;М;83;1.0299279823478783e-06;пахомий;пахомьевич
пахомьевна;Ж;83;1.0299279823478783e-06;пахомий;пахомьевна
пегасович;М;3000;3.722631261498355e-05;пегас;пегасович
пегасовна;Ж;3000;3.722631261498355e-05;пегас;пегасовна
пелагеевич;М;77;9.55475357117911e-07;пелагей;пелагеевич
пелагеевна;Ж;77;9.55475357117911e-07;пелагей;пелагеевна
пелагеич;М;77;9.55475357117911e-07;пелагей;пелагеич
пелеевич;М;14;1.7372279220325655e-07;пелей;пелеевич
пелеевна;Ж;14;1.7372279220325655e-07;пелей;пелеевна
пелиевич;М;5;6.204385435830592e-08;пелий;пелиевич
пелиевна;Ж;5;6.204385435830592e-08;пелий;пелиевна
пеонович;М;14;1.7372279220325655e-07;пеон;пеонович
пеоновна;Ж;14;1.7372279220325655e-07;пеон;пеоновна
перегринович;М;67;8.313876484012993e-07;перегрин;перегринович
перегриновна;Ж;67;8.313876484012993e-07;перегрин;перегриновна
пересветович;М;13000;0.00016131402133159537;пересвет;пересветович
пересветовна;Ж;13000;0.00016131402133159537;пересвет;пересветовна
пересветыч;М;13000;0.00016131402133159537;пересвет;пересветыч
петрович;М;335000;0.004156938242006496;пётр;петрович
петровна;Ж;335000;0.004156938242006496;пётр;петровна
петрониевич;М;22;2.72992959176546e-07;петроний;петрониевич
петрониевна;Ж;22;2.72992959176546e-07;петроний;петрониевна
петроньевич;М;22;2.72992959176546e-07;петроний;петроньевич
петроньевна;Ж;22;2.72992959176546e-07;петроний;петроньевна
пименович;М;1000;1.2408770871661182e-05;пимен;пименович
пименовна;Ж;1000;1.2408770871661182e-05;пимен;пименовна
пименыч;М;1000;1.2408770871661182e-05;пимен;пименыч
пиннич;М;300;3.7226312614983547e-06;пинна;пиннич
пиннична;Ж;300;3.7226312614983547e-06;пинна;пиннична
пионович;М;403;5.000734661279457e-06;пион;пионович
пионовна;Ж;403;5.000734661279457e-06;пион;пионовна
пиониевич;М;1;1.2408770871661183e-08;пионий;пиониевич
пиониевна;Ж;1;1.2408770871661183e-08;пионий;пиониевна
пионьевич;М;1;1.2408770871661183e-08;пионий;пионьевич
пионьевна;Ж;1;1.2408770871661183e-08;пионий;пионьевна
пиорович;М;9;1.1167893784495065e-07;пиор;пиорович
пиоровна;Ж;9;1.1167893784495065e-07;пиор;пиоровна
пиррович;М;4000;4.963508348664473e-05;пирр;пиррович
пирровна;Ж;4000;4.963508348664473e-05;пирр;пирровна
пистович;М;16;1.9854033394657893e-07;пист;пистович
пистовна;Ж;16;1.9854033394657893e-07;пист;пистовна
питиримович;М;83;1.0299279823478783e-06;питирим;питиримович
питиримовна;Ж;83;1.0299279823478783e-06;питирим;питиримовна
равулич;М;2;2.4817541743322366e-08;равула;равулич
равулична;Ж;2;2.4817541743322366e-08;равула;равулична
радиевич;М;3000;3.722631261498355e-05;радий;радиевич
радиевна;Ж;3000;3.722631261498355e-05;радий;радиевна
радимович;М;2000;2.4817541743322365e-05;радим;радимович
радимовна;Ж;2000;2.4817541743322365e-05;радим;радимовна
радимыч;М;2000;2.4817541743322365e-05;радим;радимыч
радимирович;М;468;5.807304767937434e-06;радимир;радимирович
радимировна;Ж;468;5.807304767937434e-06;радимир;радимировна
радиславович;М;3000;3.722631261498355e-05;радислав;радиславович
радиславовна;Ж;3000;3.722631261498355e-05;радислав;радиславовна
радиславич;М;3000;3.722631261498355e-05;радислав;радиславич
радиславна;Ж;3000;3.722631261498355e-05;радислав;радиславна
радомирович;М;2000;2.4817541743322365e-05;радомир;радомирович
радомировна;Ж;2000;2.4817541743322365e-05;радомир;радомировна
радомирыч;М;2000;2.4817541743322365e-05;радомир;радомирыч
разумникович;М;84;1.0423367532195393e-06;разумник;разумникович
разумниковна;Ж;84;1.0423367532195393e-06;разумник;разумниковна
ратиборович;М;3000;3.722631261498355e-05;ратибор;ратиборович
ратиборовна;Ж;3000;3.722631261498355e-05;ратибор;ратиборовна
ратмирович;М;8000;9.927016697328946e-05;ратмир;ратмирович
ратмировна;Ж;8000;9.927016697328946e-05;ратмир;ратмировна
рафаилович;М;6000;7.44526252299671e-05;рафаил;рафаилович
рафаиловна;Ж;6000;7.44526252299671e-05;рафаил;рафаиловна
рафаилыч;М;6000;7.44526252299671e-05;рафаил;рафаилыч
рафилович;М;384;4.764968014717895e-06;рафил;рафилович
рафиловна;Ж;384;4.764968014717895e-06;рафил;рафиловна
реасович;М;74;9.182490445029275e-07;реас;реасович
реасовна;Ж;74;9.182490445029275e-07;реас;реасовна
ревович;М;626;7.7678905656599e-06;рев;ревович
ревовна;Ж;626;7.7678905656599e-06;рев;ревовна
ревмирович;М;101;1.2532858580377794e-06;ревмир;ревмирович
ревмировна;Ж;101;1.2532858580377794e-06;ревмир;ревмировна
ревокатович;М;2;2.4817541743322366e-08;ревокат;ревокатович
ревокатовна;Ж;2;2.4817541743322366e-08;ревокат;ревокатовна
ремович;М;5000;6.204385435830592e-05;рем;ремович
ремовна;Ж;5000;6.204385435830592e-05;рем;ремовна
ренатович;М;63000;0.0007817525649146545;ренат;ренатович
ренатовна;Ж;63000;0.0007817525649146545;ренат;ренатовна
ренатыч;М;63000;0.0007817525649146545;ренат;ренатыч
риксович;М;306;3.797083886728322e-06;рикс;риксович
риксовна;Ж;306;3.797083886728322e-06;рикс;риксовна
римович;М;234000;0.0029036523839687167;рим;римович
римовна;Ж;234000;0.0029036523839687167;рим;римовна
риммич;М;93000;0.00115401569106449;римма;риммич
риммична;Ж;93000;0.00115401569106449;римма;риммична
робертович;М;56000;0.0006948911688130263;роберт;робертович
робертовна;Ж;56000;0.0006948911688130263;роберт;робертовна
родионович;М;44000;0.0005459859183530921;родион;родионович
родионовна;Ж;44000;0.0005459859183530921;родион;родионовна
родионыч;М;44000;0.0005459859183530921;родион;родионыч
родиславович;М;138;1.7124103802892432e-06;родислав;родиславович
родиславовна;Ж;138;1.7124103802892432e-06;родислав;родиславовна
родиславич;М;138;1.7124103802892432e-06;родислав;родиславич
родиславна;Ж;138;1.7124103802892432e-06;родислав;родиславна
романович;М;1000000;0.012408770871661184;роман;романович
романовна;Ж;1000000;0.012408770871661184;роман;романовна
романыч;М;1000000;0.012408770871661184;роман;романыч
ромилович;М;423;5.24891007871268e-06;ромил;ромилович
ромиловна;Ж;423;5.24891007871268e-06;ромил;ромиловна
ромоданович;М;2000;2.4817541743322365e-05;ромодан;ромоданович
ромодановна;Ж;2000;2.4817541743322365e-05;ромодан;ромодановна
ромоданыч;М;2000;2.4817541743322365e-05;ромодан;ромоданыч
ромулович;М;327;4.057668075033207e-06;ромул;ромулович
ромуловна;Ж;327;4.057668075033207e-06;ромул;ромуловна
ростиславович;М;51000;0.0006328473144547204;ростислав;ростиславович
ростиславовна;Ж;51000;0.0006328473144547204;ростислав;ростиславовна
ростиславич;М;51000;0.0006328473144547204;ростислав;ростиславич
ростиславна;Ж;51000;0.0006328473144547204;ростислав;ростиславна
рубенович;М;9000;0.00011167893784495065;рубен;рубенович
рубеновна;Ж;9000;0.00011167893784495065;рубен;рубеновна
рубентиевич;М;2;2.4817541743322366e-08;рубентий;рубентиевич
рубентиевна;Ж;2;2.4817541743322366e-08;рубентий;рубентиевна
рубентьевич;М;2;2.4817541743322366e-08;рубентий;рубентьевич
рубентьевна;Ж;2;2.4817541743322366e-08;рубентий;рубентьевна
рувимович;М;824;1.0224827198248815e-05;рувим;рувимович
рувимовна;Ж;824;1.0224827198248815e-05;рувим;рувимовна
рувинович;М;43;5.335771474814308e-07;рувин;рувинович
рувиновна;Ж;43;5.335771474814308e-07;рувин;рувиновна
рувиныч;М;43;5.335771474814308e-07;рувин;рувиныч
русланович;М;948000;0.011763514786334802;руслан;русланович
руслановна;Ж;948000;0.011763514786334802;руслан;руслановна
русланыч;М;948000;0.011763514786334802;руслан;русланыч
рустикович;М;5000;6.204385435830592e-05;рустик;рустикович
рустиковна;Ж;5000;6.204385435830592e-05;рустик;рустиковна
руфович;М;2000;2.4817541743322365e-05;руф;руфович
руфовна;Ж;2000;2.4817541743322365e-05;руф;руфовна
руфинович;М;231;2.8664260713537333e-06;руфин;руфинович
руфиновна;Ж;231;2.8664260713537333e-06;руфин;руфиновна
руфиныч;М;231;2.8664260713537333e-06;руфин;руфиныч
рюрикович;М;2000;2.4817541743322365e-05;рюрик;рюрикович
рюриковна;Ж;2000;2.4817541743322365e-05;рюрик;рюриковна
савастьянович;М;16;1.9854033394657893e-07;савастьян;савастьянович
савастьяновна;Ж;16;1.9854033394657893e-07;савастьян;савастьяновна
савастьяныч;М;16;1.9854033394657893e-07;савастьян;савастьяныч
саввич;М;9000;0.00011167893784495065;савва;саввич
саввична;Ж;9000;0.00011167893784495065;савва;саввична
савватиевич;М;38;4.7153329312312494e-07;савватей;савватиевич
савватиевна;Ж;38;4.7153329312312494e-07;савватей;савватиевна
савватьевич;М;38;4.7153329312312494e-07;савватей;савватьевич
савватьевна;Ж;38;4.7153329312312494e-07;савватей;савватьевна
савелович;М;165;2.0474471938240954e-06;савёл;савёлович
савеловна;Ж;165;2.0474471938240954e-06;савёл;савёловна
савелиевич;М;20000;0.0002481754174332237;савелий;савелиевич
савелиевна;Ж;20000;0.0002481754174332237;савелий;савелиевна
савельевич;М;20000;0.0002481754174332237;савелий;савельевич
савельевна;Ж;20000;0.0002481754174332237;савелий;савельевна
савельич;М;20000;0.0002481754174332237;савелий;савельич
савериевич;М;20;2.4817541743322367e-07;саверий;савериевич
савериевна;Ж;20;2.4817541743322367e-07;саверий;савериевна
саверьевич;М;20;2.4817541743322367e-07;саверий;саверьевич
саверьевна;Ж;20;2.4817541743322367e-07;саверий;саверьевна
савинович;М;42000;0.0005211683766097697;савин;савинович
савиновна;Ж;42000;0.0005211683766097697;савин;савиновна
савинианович;М;14;1.7372279220325655e-07;савиниан;савинианович
савиниановна;Ж;14;1.7372279220325655e-07;савиниан;савиниановна
савелыч;М;165;2.0474471938240954e-06;савёл;савёлыч
садкович;М;876;1.0870083283575195e-05;садок;садкович
садковна;Ж;876;1.0870083283575195e-05;садок;садковна
садофович;М;2;2.4817541743322366e-08;садоф;садофович
садофовна;Ж;2;2.4817541743322366e-08;садоф;садофовна
садофьевич;М;2;2.4817541743322366e-08;садофий;садофьевич
садофьевна;Ж;2;2.4817541743322366e-08;садофий;садофьевна
садофьич;М;2;2.4817541743322366e-08;садофий;садофьич
саламанович;М;95;1.1788332328078125e-06;саламан;саламанович
саламановна;Ж;95;1.1788332328078125e-06;саламан;саламановна
сальвиевич;М;2;2.4817541743322366e-08;сальвий;сальвиевич
сальвиевна;Ж;2;2.4817541743322366e-08;сальвий;сальвиевна
самеевич;М;67;8.313876484012993e-07;самей;самеевич
самеевна;Ж;67;8.313876484012993e-07;самей;самеевна
самойлович;М;11;1.36496479588273e-07;самойла;самойлович
самойловна;Ж;11;1.36496479588273e-07;самойла;самойловна
самойлыч;М;11;1.36496479588273e-07;самойла;самойлыч
самонович;М;122;1.5138700463426642e-06;самон;самонович
самоновна;Ж;122;1.5138700463426642e-06;самон;самоновна
сампсонович;М;15;1.8613156307491775e-07;сампсон;сампсонович
сампсоновна;Ж;15;1.8613156307491775e-07;сампсон;сампсоновна
самсонович;М;6000;7.44526252299671e-05;самсон;самсонович
самсоновна;Ж;6000;7.44526252299671e-05;самсон;самсоновна
самсоныч;М;6000;7.44526252299671e-05;самсон;самсоныч
самуилович;М;3000;3.722631261498355e-05;самуил;самуилович
самуиловна;Ж;3000;3.722631261498355e-05;самуил;самуиловна
самуилыч;М;3000;3.722631261498355e-05;самуил;самуилыч
сарвилович;М;3;3.722631261498355e-08;сарвил;сарвилович
сарвиловна;Ж;3;3.722631261498355e-08;сарвил;сарвиловна
сасониевич;М;1;1.2408770871661183e-08;сасоний;сасониевич
сасониевна;Ж;1;1.2408770871661183e-08;сасоний;сасониевна
сатирович;М;240;2.978105009198684e-06;сатир;сатирович
сатировна;Ж;240;2.978105009198684e-06;сатир;сатировна
саторинович;М;40;4.963508348664473e-07;саторин;саторинович
саториновна;Ж;40;4.963508348664473e-07;саторин;саториновна
саторнинович;М;1;1.2408770871661183e-08;саторнин;саторнинович
саторниновна;Ж;1;1.2408770871661183e-08;саторнин;саторниновна
сатурнинович;М;1;1.2408770871661183e-08;сатурнин;сатурнинович
сатурниновна;Ж;1;1.2408770871661183e-08;сатурнин;сатурниновна
светиславович;М;73;9.058402736312664e-07;светислав;светиславович
светиславовна;Ж;73;9.058402736312664e-07;светислав;светиславовна
светиславич;М;73;9.058402736312664e-07;светислав;светиславич
светиславна;Ж;73;9.058402736312664e-07;светислав;светиславна
светланович;М;769;9.54234480030745e-06;светлан;светланович
светлановна;Ж;769;9.54234480030745e-06;светлан;светлановна
светланыч;М;769;9.54234480030745e-06;светлан;светланыч
световидович;М;36;4.467157513798026e-07;световид;световидович
световидовна;Ж;36;4.467157513798026e-07;световид;световидовна
светозарович;М;2000;2.4817541743322365e-05;светозар;светозарович
светозаровна;Ж;2000;2.4817541743322365e-05;светозар;светозаровна
светозарыч;М;2000;2.4817541743322365e-05;светозар;светозарыч
светоликович;М;3;3.722631261498355e-08;светолик;светоликович
светоликовна;Ж;3;3.722631261498355e-08;светолик;светоликовна
свиридович;М;4000;4.963508348664473e-05;свирид;свиридович
свиридовна;Ж;4000;4.963508348664473e-05;свирид;свиридовна
свиридыч;М;4000;4.963508348664473e-05;свирид;свиридыч
святогорович;М;2000;2.4817541743322365e-05;святогор;святогорович
святогоровна;Ж;2000;2.4817541743322365e-05;святогор;святогоровна
святогорыч;М;2000;2.4817541743322365e-05;святогор;святогорыч
святополкович;М;1000;1.2408770871661182e-05;святополк;святополкович
святополковна;Ж;1000;1.2408770871661182e-05;святополк;святополковна
святославович;М;50000;0.0006204385435830592;святослав;святославович
святославовна;Ж;50000;0.0006204385435830592;святослав;святославовна
святославич;М;50000;0.0006204385435830592;святослав;святославич
святославна;Ж;50000;0.0006204385435830592;святослав;святославна
севастианович;М;75;9.306578153745887e-07;севастиан;севастианович
севастиановна;Ж;75;9.306578153745887e-07;севастиан;севастиановна
севастьянович;М;2000;2.4817541743322365e-05;севастьян;севастьянович
севастьяновна;Ж;2000;2.4817541743322365e-05;севастьян;севастьяновна
севастьяныч;М;2000;2.4817541743322365e-05;севастьян;севастьяныч
северович;М;22000;0.00027299295917654603;север;северович
северовна;Ж;22000;0.00027299295917654603;север;северовна
северианович;М;23;2.854017300482072e-07;севериан;северианович
севериановна;Ж;23;2.854017300482072e-07;севериан;севериановна
северинович;М;10000;0.00012408770871661184;северин;северинович
севериновна;Ж;10000;0.00012408770871661184;северин;севериновна
северьянович;М;247;3.064966405300312e-06;северьян;северьянович
северьяновна;Ж;247;3.064966405300312e-06;северьян;северьяновна
северьяныч;М;247;3.064966405300312e-06;северьян;северьяныч
севирович;М;18;2.233578756899013e-07;севир;севирович
севировна;Ж;18;2.233578756899013e-07;севир;севировна
секундович;М;757;9.393439549847515e-06;секунд;секундович
секундовна;Ж;757;9.393439549847515e-06;секунд;секундовна
селевкиевич;М;1;1.2408770871661183e-08;селевкий;селевкиевич
селевкиевна;Ж;1;1.2408770871661183e-08;селевкий;селевкиевна
селиванович;М;1000;1.2408770871661182e-05;селиван;селиванович
селивановна;Ж;1000;1.2408770871661182e-05;селиван;селивановна
селиверстович;М;761;9.44307463333416e-06;селивёрст;селивёрстович
селиверстовна;Ж;761;9.44307463333416e-06;селивёрст;селивёрстовна
селиверстыч;М;761;9.44307463333416e-06;селивёрст;селивёрстыч
селиниевич;М;1;1.2408770871661183e-08;селиний;селиниевич
селиниевна;Ж;1;1.2408770871661183e-08;селиний;селиниевна
селиньевич;М;1;1.2408770871661183e-08;селиний;селиньевич
селиньевна;Ж;1;1.2408770871661183e-08;селиний;селиньевна
селифанович;М;33;4.0948943876481905e-07;селифан;селифанович
селифановна;Ж;33;4.0948943876481905e-07;селифан;селифановна
селифаныч;М;33;4.0948943876481905e-07;селифан;селифаныч
семенович;М;169000;0.00209708227731074;семён;семёнович
семеновна;Ж;169000;0.00209708227731074;семён;семёновна
семеныч;М;169000;0.00209708227731074;семён;семёныч
серапионович;М;117;1.4518261919843584e-06;серапион;серапионович
серапионовна;Ж;117;1.4518261919843584e-06;серапион;серапионовна
серапионыч;М;117;1.4518261919843584e-06;серапион;серапионыч
серафимович;М;7000;8.686139610162828e-05;серафим;серафимович
серафимовна;Ж;7000;8.686139610162828e-05;серафим;серафимовна
серафимыч;М;7000;8.686139610162828e-05;серафим;серафимыч
сергеевич;М;5000000;0.062043854358305915;сергей;сергеевич
сергеевна;Ж;5000000;0.062043854358305915;сергей;сергеевна
сергеич;М;5000000;0.062043854358305915;сергей;сергеич
сергиевич;М;32000;0.00039708066789315784;сергий;сергиевич
сергиевна;Ж;32000;0.00039708066789315784;сергий;сергиевна
серенович;М;737;9.145264132414293e-06;серен;серенович
сереновна;Ж;737;9.145264132414293e-06;серен;сереновна
сивелович;М;47;5.832122309680756e-07;сивел;сивелович
сивеловна;Ж;47;5.832122309680756e-07;сивел;сивеловна
сигицович;М;1;1.2408770871661183e-08;сигиц;сигицович
сигицовна;Ж;1;1.2408770871661183e-08;сигиц;сигицовна
сидорович;М;7000;8.686139610162828e-05;сидор;сидорович
сидоровна;Ж;7000;8.686139610162828e-05;сидор;сидоровна
сидорыч;М;7000;8.686139610162828e-05;сидор;сидорыч
сикстович;М;8;9.927016697328946e-08;сикст;сикстович
сикстовна;Ж;8;9.927016697328946e-08;сикст;сикстовна
силич;М;13000;0.00016131402133159537;сила;силич
силична;Ж;13000;0.00016131402133159537;сила;силична
силанович;М;153;1.898541943364161e-06;силан;силанович
силановна;Ж;153;1.898541943364161e-06;силан;силановна
силантиевич;М;934;1.1589791994131544e-05;силантий;силантиевич
силантиевна;Ж;934;1.1589791994131544e-05;силантий;силантиевна
силантьевич;М;934;1.1589791994131544e-05;силантий;силантьевич
силантьевна;Ж;934;1.1589791994131544e-05;силантий;силантьевна
силантьич;М;934;1.1589791994131544e-05;силантий;силантьич
силванович;М;6;7.44526252299671e-08;силван;силванович
силвановна;Ж;6;7.44526252299671e-08;силван;силвановна
силвестрович;М;39;4.839420639947861e-07;силвестр;силвестрович
силвестровна;Ж;39;4.839420639947861e-07;силвестр;силвестровна
таврионович;М;62;7.693437940429933e-07;таврион;таврионович
таврионовна;Ж;62;7.693437940429933e-07;таврион;таврионовна
тарасович;М;89000;0.0011043806075778453;тарас;тарасович
тарасовна;Ж;89000;0.0011043806075778453;тарас;тарасовна
тарасыч;М;89000;0.0011043806075778453;тарас;тарасыч
тарасиевич;М;49;6.080297727113979e-07;тарасий;тарасиевич
тарасиевна;Ж;49;6.080297727113979e-07;тарасий;тарасиевна
тарасьевич;М;49;6.080297727113979e-07;тарасий;тарасьевич
тарасьевна;Ж;49;6.080297727113979e-07;тарасий;тарасьевна
тарахович;М;18;2.233578756899013e-07;тарах;тарахович
тараховна;Ж;18;2.233578756899013e-07;тарах;тараховна
таричанович;М;1;1.2408770871661183e-08;таричан;таричанович
таричановна;Ж;1;1.2408770871661183e-08;таричан;таричановна
твердиславович;М;593;7.3584011268950815e-06;твердислав;твердиславович
твердиславовна;Ж;593;7.3584011268950815e-06;твердислав;твердиславовна
твердиславич;М;593;7.3584011268950815e-06;твердислав;твердиславич
твердиславна;Ж;593;7.3584011268950815e-06;твердислав;твердиславна
творимирович;М;769;9.54234480030745e-06;творимир;творимирович
творимировна;Ж;769;9.54234480030745e-06;творимир;творимировна
творимирыч;М;769;9.54234480030745e-06;творимир;творимирыч
теодорович;М;3000;3.722631261498355e-05;теодор;теодорович
теодоровна;Ж;3000;3.722631261498355e-05;теодор;теодоровна
терентиевич;М;2000;2.4817541743322365e-05;терентий;терентиевич
терентиевна;Ж;2000;2.4817541743322365e-05;терентий;терентиевна
терентьевич;М;2000;2.4817541743322365e-05;терентий;терентьевич
терентьевна;Ж;2000;2.4817541743322365e-05;терентий;терентьевна
терентьич;М;2000;2.4817541743322365e-05;терентий;терентьич
тертиевич;М;109;1.3525560250110688e-06;тертий;тертиевич
тертиевна;Ж;109;1.3525560250110688e-06;тертий;тертиевна
тертьевич;М;109;1.3525560250110688e-06;тертий;тертьевич
тертьевна;Ж;109;1.3525560250110688e-06;тертий;тертьевна
тибериевич;М;239;2.965696238327023e-06;тиберий;тибериевич
тибериевна;Ж;239;2.965696238327023e-06;тиберий;тибериевна
тиберьевич;М;239;2.965696238327023e-06;тиберий;тиберьевич
тиберьевна;Ж;239;2.965696238327023e-06;тиберий;тиберьевна
тивуртиевич;М;1;1.2408770871661183e-08;тивуртий;тивуртиевич
тивуртиевна;Ж;1;1.2408770871661183e-08;тивуртий;тивуртиевна
тигрович;М;7000;8.686139610162828e-05;тигр;тигрович
тигровна;Ж;7000;8.686139610162828e-05;тигр;тигровна
тигриевич;М;53;6.576648561980427e-07;тигрий;тигриевич
тигриевна;Ж;53;6.576648561980427e-07;тигрий;тигриевна
тигрич;М;53;6.576648561980427e-07;тигрий;тигрич
тимолаевич;М;4;4.963508348664473e-08;тимолай;тимолаевич
тимолаевна;Ж;4;4.963508348664473e-08;тимолай;тимолаевна
тимонович;М;3000;3.722631261498355e-05;тимон;тимонович
тимоновна;Ж;3000;3.722631261498355e-05;тимон;тимоновна
тимоныч;М;3000;3.722631261498355e-05;тимон;тимоныч
тимофеевич;М;81000;0.001005110440604556;тимофей;тимофеевич
тимофеевна;Ж;81000;0.001005110440604556;тимофей;тимофеевна
тимофеич;М;81000;0.001005110440604556;тимофей;тимофеич
тимофевна;Ж;81000;0.001005110440604556;тимофей;тимофевна
тимурович;М;319000;0.003958397908059917;тимур;тимурович
тимуровна;Ж;319000;0.003958397908059917;тимур;тимуровна
тимурыч;М;319000;0.003958397908059917;тимур;тимурыч
титович;М;3000;3.722631261498355e-05;тит;титович
титовна;Ж;3000;3.722631261498355e-05;тит;титовна
титыч;М;3000;3.722631261498355e-05;тит;титыч
тихикович;М;3;3.722631261498355e-08;тихик;тихикович
тихиковна;Ж;3;3.722631261498355e-08;тихик;тихиковна
тихомирович;М;874;1.0845265741831874e-05;тихомир;тихомирович
тихомировна;Ж;874;1.0845265741831874e-05;тихомир;тихомировна
тихомирыч;М;874;1.0845265741831874e-05;тихомир;тихомирыч
тихонович;М;12000;0.0001489052504599342;тихон;тихонович
тихоновна;Ж;12000;0.0001489052504599342;тихон;тихоновна
тихоныч;М;12000;0.0001489052504599342;тихон;тихоныч
товиевич;М;3;3.722631261498355e-08;товия;товиевич
товиевна;Ж;3;3.722631261498355e-08;товия;товиевна
товьевич;М;46;5.708034600964144e-07;товий;товьевич
товьевна;Ж;46;5.708034600964144e-07;товий;товьевна
томович;М;15000;0.00018613156307491774;том;томович
томовна;Ж;15000;0.00018613156307491774;том;томовна
торкватович;М;1;1.2408770871661183e-08;торкват;торкватович
торкватовна;Ж;1;1.2408770871661183e-08;торкват;торкватовна
транквиллинович;М;4;4.963508348664473e-08;транквиллин;транквиллинович
транквиллиновна;Ж;4;4.963508348664473e-08;транквиллин;транквиллиновна
тривимиевич;М;1;1.2408770871661183e-08;тривимий;тривимиевич
тривимиевна;Ж;1;1.2408770871661183e-08;тривимий;тривимиевна
тривимьевич;М;1;1.2408770871661183e-08;тривимий;тривимьевич
тривимьевна;Ж;1;1.2408770871661183e-08;тривимий;тривимьевна
трифилович;М;1;1.2408770871661183e-08;трифил;трифилович
трифиловна;Ж;1;1.2408770871661183e-08;трифил;трифиловна
трифилиевич;М;22;2.72992959176546e-07;трифилий;трифилиевич
трифилиевна;Ж;22;2.72992959176546e-07;трифилий;трифилиевна
трифильевич;М;22;2.72992959176546e-07;трифилий;трифильевич
трифильевна;Ж;22;2.72992959176546e-07;трифилий;трифильевна
трифилич;М;22;2.72992959176546e-07;трифилий;трифилич
трифонович;М;2000;2.4817541743322365e-05;трифон;трифонович
трифоновна;Ж;2000;2.4817541743322365e-05;трифон;трифоновна
трифоныч;М;2000;2.4817541743322365e-05;трифон;трифоныч
троадиевич;М;5;6.204385435830592e-08;троадий;троадиевич
троадиевна;Ж;5;6.204385435830592e-08;троадий;троадиевна
троадьевич;М;5;6.204385435830592e-08;троадий;троадьевич
троадьевна;Ж;5;6.204385435830592e-08;троадий;троадьевна
трофимович;М;6000;7.44526252299671e-05;трофим;трофимович
трофимовна;Ж;6000;7.44526252299671e-05;трофим;трофимовна
трофимыч;М;6000;7.44526252299671e-05;трофим;трофимыч
турвонович;М;3;3.722631261498355e-08;турвон;турвонович
турвоновна;Ж;3;3.722631261498355e-08;турвон;турвоновна
уарович;М;366;4.541610139027993e-06;уар;уарович
уаровна;Ж;366;4.541610139027993e-06;уар;уаровна
уварович;М;95;1.1788332328078125e-06;увар;уварович
уваровна;Ж;95;1.1788332328078125e-06;увар;уваровна
уварыч;М;95;1.1788332328078125e-06;увар;уварыч
увеналиевич;М;2;2.4817541743322366e-08;увеналий;увеналиевич
увеналиевна;Ж;2;2.4817541743322366e-08;увеналий;увеналиевна
ульянович;М;2000;2.4817541743322365e-05;ульян;ульянович
ульяновна;Ж;2000;2.4817541743322365e-05;ульян;ульяновна
ульяныч;М;2000;2.4817541743322365e-05;ульян;ульяныч
урбанович;М;500;6.204385435830591e-06;урбан;урбанович
урбановна;Ж;500;6.204385435830591e-06;урбан;урбановна
урванович;М;10;1.2408770871661184e-07;урван;урванович
урвановна;Ж;10;1.2408770871661184e-07;урван;урвановна
уриилович;М;2;2.4817541743322366e-08;уриил;уриилович
урииловна;Ж;2;2.4817541743322366e-08;уриил;урииловна
урошевич;М;25;3.1021927179152956e-07;урош;урошевич
урошевна;Ж;25;3.1021927179152956e-07;урош;урошевна
устинович;М;200;2.4817541743322365e-06;устин;устинович
устиновна;Ж;200;2.4817541743322365e-06;устин;устиновна
устиныч;М;200;2.4817541743322365e-06;устин;устиныч
фабианович;М;530;6.576648561980427e-06;фабиан;фабианович
фабиановна;Ж;530;6.576648561980427e-06;фабиан;фабиановна
фабиевич;М;2;2.4817541743322366e-08;фабий;фабиевич
фабиевна;Ж;2;2.4817541743322366e-08;фабий;фабиевна
фабьевич;М;2;2.4817541743322366e-08;фабий;фабьевич
фабьевна;Ж;2;2.4817541743322366e-08;фабий;фабьевна
фавиевич;М;11;1.36496479588273e-07;фавий;фавиевич
фавиевна;Ж;11;1.36496479588273e-07;фавий;фавиевна
фавьевич;М;11;1.36496479588273e-07;фавий;фавьевич
фавьевна;Ж;11;1.36496479588273e-07;фавий;фавьевна
фавстович;М;9;1.1167893784495065e-07;фавст;фавстович
фавстовна;Ж;9;1.1167893784495065e-07;фавст;фавстовна
фаддеевич;М;223;2.7671559043804437e-06;фаддей;фаддеевич
фаддеевна;Ж;223;2.7671559043804437e-06;фаддей;фаддеевна
фадеевич;М;1000;1.2408770871661182e-05;фадей;фадеевич
фадеевна;Ж;1000;1.2408770871661182e-05;фадей;фадеевна
фадеич;М;1000;1.2408770871661182e-05;фадей;фадеич
фалович;М;8;9.927016697328946e-08;фал;фалович
фаловна;Ж;8;9.927016697328946e-08;фал;фаловна
фалалеевич;М;9;1.1167893784495065e-07;фалалей;фалалеевич
фалалеевна;Ж;9;1.1167893784495065e-07;фалалей;фалалеевна
фалалеич;М;9;1.1167893784495065e-07;фалалей;фалалеич
фалеевич;М;50;6.204385435830591e-07;фалей;фалеевич
